X,Y,OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8832237.6037235,5420357.75340513,775,GO-2018104863,2015/12/14 05:00:00+00,2015,December,14,Monday,348,D52,Other,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3413403236696,43.7079519789942
-8857918.18559472,5427755.08458319,776,GO-20152149617,2015/12/15 05:00:00+00,2015,December,15,Tuesday,349,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.5720329164431,43.7559685062315
-8836750.09769044,5412985.03313214,777,GO-20152151120,2015/12/15 05:00:00+00,2015,December,15,Tuesday,349,D51,Stabbing,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3818767469876,43.6600568991606
-8841088.75046514,5417007.56072275,778,GO-20152180756,2015/12/20 05:00:00+00,2015,December,20,Sunday,354,D13,Other,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),-79.4208515281939,43.6861930092397
-8838469.11597645,5419410.08440016,779,GO-20152229877,2015/12/30 05:00:00+00,2015,December,30,Wednesday,364,D53,Other,100,Yonge-Eglinton,100,Yonge-Eglinton (100),-79.3973189510858,43.7017978195342
-8826665.14337634,5418077.27952734,780,GO-201620700,2016/01/04 05:00:00+00,2016,January,4,Monday,4,D54,Shooting,61,Taylor-Massey,61,Taylor-Massey (61),-79.2912820605693,43.6931415207096
-8839933.44328252,5434010.30945282,781,GO-201698593,2016/01/17 05:00:00+00,2016,January,17,Sunday,17,D32,Other,50,Newtonbrook East,50,Newtonbrook East (50),-79.4104732271281,43.7965415096221
-8850859.2115217,5403750.46329222,782,GO-2016108786,2016/01/19 05:00:00+00,2016,January,19,Tuesday,19,D22,Shooting,18,New Toronto,18,New Toronto (18),-79.50862107268,43.6000128270417
-8854737.99613284,5414824.6123306,783,GO-2016119350,2016/01/20 05:00:00+00,2016,January,20,Wednesday,20,D22,Shooting,10,Princess-Rosethorn,10,Princess-Rosethorn (10),-79.5434647879222,43.6720108566302
-8831377.73323743,5434242.63264428,784,GO-2016120610,2016/01/20 05:00:00+00,2016,January,20,Wednesday,20,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),-79.3336159762032,43.7980478881573
-8822472.22762996,5430171.1157279,785,GO-2016139786,2016/01/24 05:00:00+00,2016,January,24,Sunday,24,D43,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),-79.2536164583496,43.771642771281
-8846092.35285225,5420400.85337132,786,GO-2016173014,2016/01/29 05:00:00+00,2016,January,29,Friday,29,D13,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4657996534139,43.708231854873
-8858917.55131393,5424733.34725106,787,GO-2016175803,2016/01/30 05:00:00+00,2016,January,30,Saturday,30,D23,Other,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5810103712612,43.7363588762566
-8838691.50838536,5412334.94062101,788,GO-2016181573,2016/01/31 05:00:00+00,2016,January,31,Sunday,31,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3993167357305,43.6558318967195
-8838691.50838536,5412334.94062101,789,GO-2016181573,2016/01/31 05:00:00+00,2016,January,31,Sunday,31,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3993167357305,43.6558318967195
-8857931.4513158,5411806.02627062,790,GO-2016204501,2016/02/03 05:00:00+00,2016,February,3,Wednesday,34,D22,Stabbing,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.5721520837752,43.652394222407
-8818574.91199714,5435564.14191134,791,GO-2016215657,2016/02/05 05:00:00+00,2016,February,5,Friday,36,D42,Other,146,Malvern East,132,Malvern (132),-79.2186062757961,43.8066158000361
-8818574.91199714,5435564.14191134,792,GO-2016215657,2016/02/05 05:00:00+00,2016,February,5,Friday,36,D42,Other,146,Malvern East,132,Malvern (132),-79.2186062757961,43.8066158000361
-8818574.91199714,5435564.14191134,793,GO-2016215657,2016/02/05 05:00:00+00,2016,February,5,Friday,36,D42,Other,146,Malvern East,132,Malvern (132),-79.2186062757961,43.8066158000361
-8818574.91199714,5435564.14191134,794,GO-2016215657,2016/02/05 05:00:00+00,2016,February,5,Friday,36,D42,Other,146,Malvern East,132,Malvern (132),-79.2186062757961,43.8066158000361
-8828189.07336418,5421598.15243201,795,GO-2016225259,2016/02/07 05:00:00+00,2016,February,7,Sunday,38,D54,Other,43,Victoria Village,43,Victoria Village (43),-79.3049717570482,43.7160061705823
-8850321.34624372,5419576.54419025,796,GO-2016235777,2016/02/09 05:00:00+00,2016,February,9,Tuesday,40,D12,Stabbing,30,Brookhaven-Amesbury,28,Rustic (28),-79.5037893471226,43.7028788545426
-8817813.09828641,5425873.59435461,797,GO-2016317425,2016/02/22 05:00:00+00,2016,February,22,Monday,53,D43,Other,139,Scarborough Village,139,Scarborough Village (139),-79.2117627872449,43.7437592891871
-8826462.67637704,5420131.83144729,798,GO-2016345475,2016/02/27 05:00:00+00,2016,February,27,Saturday,58,D41,Stabbing,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.2894632690879,43.7064848996689
-8851845.66907804,5417997.92362618,799,GO-2016354140,2016/02/28 05:00:00+00,2016,February,28,Sunday,59,D23,Shooting,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.5174825724783,43.692626080699
-8818695.13838303,5426067.4699169,800,GO-2016359352,2016/02/29 05:00:00+00,2016,February,29,Monday,60,D11,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.2196862877574,43.7450174857257
-8837728.47278383,5411810.02185354,801,GO-2016265129,2016/03/04 05:00:00+00,2016,March,4,Friday,64,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.390665640027,43.6524201915239
-8827905.74789427,5434113.50112275,802,GO-2016481311,2016/03/20 04:00:00+00,2016,March,20,Sunday,80,D42,Shooting,148,East L'Amoreaux,117,L'Amoreaux (117),-79.3024266012134,43.7972106067543
-8851102.25202636,5421485.36263151,803,GO-2016491854,2016/03/22 04:00:00+00,2016,March,22,Tuesday,82,D12,Other,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),-79.5108043425279,43.7152738463016
-8832154.03172898,5413326.1187255,804,GO-2016500861,2016/03/23 04:00:00+00,2016,March,23,Wednesday,83,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.3405895843192,43.6622735216002
-8834695.96487914,5412333.55555031,805,GO-2016556458,2016/04/02 04:00:00+00,2016,April,2,Saturday,93,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.3634241578779,43.6558228949266
-8849832.94066079,5426606.68118474,806,GO-2016602150,2016/04/09 04:00:00+00,2016,April,9,Saturday,100,D31,Other,27,York University Heights,27,York University Heights (27),-79.4994019248104,43.7485166741116
-8837293.78230611,5414550.96777431,807,GO-2016630918,2016/04/13 04:00:00+00,2016,April,13,Wednesday,104,D53,Shooting,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.3867607489655,43.6702328098251
-8849513.85547425,5405560.74718945,808,GO-2016632371,2016/04/14 04:00:00+00,2016,April,14,Thursday,105,D22,Shooting,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.4965355338765,43.6117881961866
-8830391.32633145,5416533.2212082,809,GO-2016652097,2016/04/17 04:00:00+00,2016,April,17,Sunday,108,D54,Shooting,66,Danforth,66,Danforth (66),-79.3247549315019,43.6831116111314
-8853168.1636643,5419928.7100018,810,GO-2016656231,2016/04/17 04:00:00+00,2016,April,17,Sunday,108,D12,Other,113,Weston,113,Weston (113),-79.5293627426054,43.7051658512575
-8833525.63134638,5413924.6643069,811,GO-2016666749,2016/04/19 04:00:00+00,2016,April,19,Tuesday,110,D51,Other,68,North Riverdale,68,North Riverdale (68),-79.3529108727499,43.6661631103596
-8832237.6037235,5420357.75340513,812,GO-2018104863,2016/04/22 04:00:00+00,2016,April,22,Friday,113,D53,Other,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3413403236696,43.7079519789942
-8829073.37480493,5428130.90044039,813,GO-2016734521,2016/04/29 04:00:00+00,2016,April,29,Friday,120,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3129155716954,43.7584069224285
-8829073.37480493,5428130.90044039,814,GO-2016734521,2016/04/29 04:00:00+00,2016,April,29,Friday,120,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3129155716954,43.7584069224285
-8859852.97990439,5424064.61832719,815,GO-2016838159,2016/05/15 04:00:00+00,2016,May,15,Sunday,136,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5894134692479,43.7320182769004
-8859852.97990439,5424064.61832719,816,GO-2016838159,2016/05/15 04:00:00+00,2016,May,15,Sunday,136,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5894134692479,43.7320182769004
-8836722.13456831,5414110.19418396,817,GO-2016851941,2016/05/18 04:00:00+00,2016,May,18,Wednesday,139,D51,Other,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.3816255498256,43.6673687064724
-8854386.772898,5425713.89670123,818,GO-2016965196,2016/06/03 04:00:00+00,2016,June,3,Friday,155,D31,Shooting,22,Humbermede,22,Humbermede (22),-79.5403096958959,43.7427228772455
-8838579.80027822,5420171.23898739,819,GO-2016989870,2016/06/07 04:00:00+00,2016,June,7,Tuesday,159,D53,Shooting,174,South Eglinton-Davisville,104,Mount Pleasant West (104),-79.3983132447477,43.7067408049577
-8839216.54654104,5412543.88865325,820,GO-20161148938,2016/07/01 04:00:00+00,2016,July,1,Friday,183,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.4040332343834,43.6571898988743
-8839216.54654104,5412543.88865325,821,GO-20161148938,2016/07/01 04:00:00+00,2016,July,1,Friday,183,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.4040332343834,43.6571898988743
-8842989.95300526,5411302.62679986,822,GO-20161116247,2016/07/03 04:00:00+00,2016,July,3,Sunday,185,D11,Other,84,Little Portugal,84,Little Portugal (84),-79.4379303206886,43.6491221980918
-8852139.08655035,5424956.22154514,823,GO-20161229465,2016/07/13 04:00:00+00,2016,July,13,Wednesday,195,D31,Shooting,154,Oakdale-Beverley Heights,25,Glenfield-Jane Heights (25),-79.5201183864095,43.7378054430719
-8835639.77515933,5411508.53451291,824,GO-20161263080,2016/07/18 04:00:00+00,2016,July,18,Monday,200,D51,Other,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3719025504383,43.6504605895642
-8822967.29757685,5427292.91660455,825,GO-20161329227,2016/07/28 04:00:00+00,2016,July,28,Thursday,210,D41,Shooting,157,Bendale South,127,Bendale (127),-79.2580637470699,43.7529696733026
-8836816.13285766,5414424.18610154,826,GO-20161335085,2016/07/29 04:00:00+00,2016,July,29,Friday,211,D51,Stabbing,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.3824699506228,43.6694090085127
-8831517.16501847,5415614.7161871,827,GO-20161403032,2016/08/09 04:00:00+00,2016,August,9,Tuesday,222,D55,Other,69,Blake-Jones,69,Blake-Jones (69),-79.3348685130496,43.6771443808987
-8835811.10721024,5412560.5980591,828,GO-20161443064,2016/08/15 04:00:00+00,2016,August,15,Monday,228,D51,Other,73,Moss Park,73,Moss Park (73),-79.3734416516915,43.6572984964023
-8840181.4299348,5410192.29697682,829,GO-20161480338,2016/08/21 04:00:00+00,2016,August,21,Sunday,234,D14,Shooting,162,West Queen West,82,Niagara (82),-79.4127009290983,43.6419045838271
-8819044.42399082,5425230.3127863,830,GO-20161506128,2016/08/25 04:00:00+00,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village,139,Scarborough Village (139),-79.2228239739737,43.7395843856652
-8819044.42399082,5425230.3127863,831,GO-20161506128,2016/08/25 04:00:00+00,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village,139,Scarborough Village (139),-79.2228239739737,43.7395843856652
-8819044.42399082,5425230.3127863,832,GO-20161506128,2016/08/25 04:00:00+00,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village,139,Scarborough Village (139),-79.2228239739737,43.7395843856652
-8833449.33252211,5412988.97244566,833,GO-20161520715,2016/08/27 04:00:00+00,2016,August,27,Saturday,240,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.3522254693816,43.6600825004664
-8841586.32599113,5409492.19532089,834,GO-20161613172,2016/09/11 04:00:00+00,2016,September,11,Sunday,255,D14,Shooting,85,South Parkdale,85,South Parkdale (85),-79.4253213248916,43.6373531806811
-8849961.59014727,5429689.87115474,835,GO-20161625137,2016/09/13 04:00:00+00,2016,September,13,Tuesday,257,D31,Stabbing,27,York University Heights,27,York University Heights (27),-79.5005576034118,43.7685209718363
-8845117.75828009,5414546.5704056,836,GO-20161688118,2016/09/21 04:00:00+00,2016,September,21,Wednesday,265,D11,Other,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.4570447211515,43.6702042368486
-8822472.52730203,5430591.72041917,837,GO-20161696689,2016/09/23 04:00:00+00,2016,September,23,Friday,267,D43,Stabbing,156,Bendale-Glen Andrew,127,Bendale (127),-79.2536191502364,43.7743710695778
-8862222.82759331,5424962.67705402,838,GO-20161743137,2016/09/30 04:00:00+00,2016,September,30,Friday,274,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.6107021729982,43.7378473416177
-8851874.44294002,5419225.07023724,839,GO-20161838374,2016/10/16 04:00:00+00,2016,October,16,Sunday,290,D12,Shooting,113,Weston,113,Weston (113),-79.5177410520944,43.7005962649403
-8861042.81739117,5426380.92454073,840,GO-20161855287,2016/10/18 04:00:00+00,2016,October,18,Tuesday,292,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.6001019605931,43.7470516612283
-8856174.31211545,5419060.20734249,841,GO-20161888229,2016/10/24 04:00:00+00,2016,October,24,Monday,298,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5563674340258,43.699525559515
-8817132.47221803,5429002.53574748,842,GO-20161907779,2016/10/27 04:00:00+00,2016,October,27,Thursday,301,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,135,Morningside (135),-79.205648619286,43.7640619941911
-8840171.3556322,5412279.11975917,843,GO-20161966289,2016/11/05 04:00:00+00,2016,November,5,Saturday,310,D14,Other,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.4126104300154,43.6554690987764
-8829140.38668936,5423133.17856842,844,GO-20162051533,2016/11/18 05:00:00+00,2016,November,18,Friday,323,D33,Shooting,43,Victoria Village,43,Victoria Village (43),-79.3135175502875,43.725971945267
-8851985.85838822,5429799.46072449,845,GO-20162055725,2016/11/19 05:00:00+00,2016,November,19,Saturday,324,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.5187419135578,43.7692318856585
-8833541.51630376,5413291.89331349,846,GO-20162106299,2016/11/27 05:00:00+00,2016,November,27,Sunday,332,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.3530535698659,43.6620511035086
-8843393.08540922,5426933.24096603,847,GO-20162138470,2016/12/03 05:00:00+00,2016,December,3,Saturday,338,D32,Other,33,Clanton Park,33,Clanton Park (33),-79.4415517207753,43.7506357695356
-8852599.84059441,5427737.98978431,848,GO-20162148586,2016/12/04 05:00:00+00,2016,December,4,Sunday,339,D31,Stabbing,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5242574098528,43.7558575872321
-8832391.74793372,5418168.95996707,849,GO-20162172757,2016/12/07 05:00:00+00,2016,December,7,Wednesday,342,D54,Shooting,58,Old East York,58,Old East York (58),-79.3427250250273,43.6937370073512
-8818695.13838303,5426067.4699169,850,GO-20162210973,2016/12/14 05:00:00+00,2016,December,14,Wednesday,349,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.2196862877574,43.7450174857257
-8842293.44943791,5411858.77964337,851,GO-20162229166,2016/12/16 05:00:00+00,2016,December,16,Friday,351,D14,Stabbing,83,Dufferin Grove,83,Dufferin Grove (83),-79.4316735227742,43.6527371005327
-8851874.44294002,5419225.07023724,852,GO-20162233489,2016/12/17 05:00:00+00,2016,December,17,Saturday,352,D12,Shooting,113,Weston,113,Weston (113),-79.5177410520944,43.7005962649403
-8855317.10828778,5419336.33343366,853,GO-20162242930,2016/12/18 05:00:00+00,2016,December,18,Sunday,353,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5486670406611,43.7013188552781
-8835439.02203491,5412385.86896232,854,GO-20162276833,2016/12/24 05:00:00+00,2016,December,24,Saturday,359,D51,Stabbing,73,Moss Park,73,Moss Park (73),-79.3700991535413,43.6561628952666
-8835197.24734418,5412184.15607716,855,GO-201743106,2017/01/08 05:00:00+00,2017,January,8,Sunday,8,D51,Shooting,73,Moss Park,73,Moss Park (73),-79.3679272545522,43.6548518939556
-8857598.94355902,5427798.02261511,856,GO-2017137133,2017/01/23 05:00:00+00,2017,January,23,Monday,23,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.5691651163166,43.7562471065614
-8851659.93005862,5405605.58336524,857,GO-2017163412,2017/01/26 05:00:00+00,2017,January,26,Thursday,26,D22,Other,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.5158140495646,43.6120798127361
-8834480.62901275,5413462.34579466,858,GO-2017189239,2017/01/30 05:00:00+00,2017,January,30,Monday,30,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.3614897626114,43.6631588022625
-8835546.62312075,5411684.01627784,859,GO-2017186988,2017/01/30 05:00:00+00,2017,January,30,Monday,30,D51,Shooting,73,Moss Park,73,Moss Park (73),-79.3710657513763,43.6516011907048
-8851796.80427436,5427579.89471935,860,GO-2017202856,2017/02/01 05:00:00+00,2017,February,1,Wednesday,32,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5170436119516,43.7548317831383
-8832419.82126214,5416485.1289686,861,GO-2017222142,2017/02/05 05:00:00+00,2017,February,5,Sunday,36,D54,Shooting,66,Danforth,66,Danforth (66),-79.3429772122452,43.6827991855412
-8840499.69547592,5430674.94427118,862,GO-2017233897,2017/02/06 05:00:00+00,2017,February,6,Monday,37,D32,Other,37,Willowdale West,37,Willowdale West (37),-79.4155599570999,43.7749108955922
-8855725.09255175,5421685.96717486,863,GO-2017233559,2017/02/06 05:00:00+00,2017,February,6,Monday,37,D23,Shooting,5,Elms-Old Rexdale,5,Elms-Old Rexdale (5),-79.5523320259237,43.7165763306043
-8827575.25780326,5419573.87181119,864,GO-2017291986,2017/02/16 05:00:00+00,2017,February,16,Thursday,47,D54,Other,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.2994577580488,43.7028615004159
-8832237.6037235,5420357.75340513,865,GO-2017352942,2017/02/25 05:00:00+00,2017,February,25,Saturday,56,D53,Shooting,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3413403236696,43.7079519789942
-8833807.84818548,5413817.32686177,866,GO-2017402242,2017/03/04 05:00:00+00,2017,March,4,Saturday,63,D55,Other,68,North Riverdale,68,North Riverdale (68),-79.3554460697498,43.6654656070392
-8814795.32752382,5436116.35892539,867,GO-2017468897,2017/03/16 04:00:00+00,2017,March,16,Thursday,75,D42,Shooting,144,Morningside Heights,131,Rouge (131),-79.1846536907478,43.8101956957995
-8827130.05820901,5419392.80549665,868,GO-2017486409,2017/03/18 04:00:00+00,2017,March,18,Saturday,77,D54,Shooting,61,Taylor-Massey,61,Taylor-Massey (61),-79.2954584616561,43.7016856054339
-8852276.64282061,5417869.95566648,869,GO-2017564412,2017/03/31 04:00:00+00,2017,March,31,Friday,90,D11,Shooting,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.5213540746872,43.6917948823461
-8831080.48804443,5434153.70503487,870,GO-2017662074,2017/04/14 04:00:00+00,2017,April,14,Friday,104,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),-79.3309457774331,43.7974712880144
-8832487.33285977,5413019.68717733,871,GO-2017674351,2017/04/14 04:00:00+00,2017,April,14,Friday,104,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.3435836786559,43.6602821097461
-8844455.87028762,5418810.57208694,872,GO-2017703097,2017/04/21 04:00:00+00,2017,April,21,Friday,111,D13,Shooting,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),-79.4510988795545,43.6979042632181
-8832665.31090693,5414067.95412171,873,GO-2017904599,2017/05/22 04:00:00+00,2017,May,22,Monday,142,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.3451824831299,43.6670942268827
-8832665.31090693,5414067.95412171,874,GO-2017904599,2017/05/22 04:00:00+00,2017,May,22,Monday,142,D55,Other,70,South Riverdale,70,South Riverdale (70),-79.3451824831299,43.6670942268827
-8847979.37796467,5417335.7650643,875,GO-20171007434,2017/06/07 04:00:00+00,2017,June,7,Wednesday,158,D12,Other,110,Keelesdale-Eglinton West,112,Beechborough-Greenbrook (112),-79.4827510880629,43.688324993093
-8856272.0342644,5426482.94045235,876,GO-20171035511,2017/06/11 04:00:00+00,2017,June,11,Sunday,162,D31,Shooting,22,Humbermede,22,Humbermede (22),-79.5572452868096,43.7477136821134
-8843476.65306228,5414358.38166969,877,GO-20171118832,2017/06/23 04:00:00+00,2017,June,23,Friday,174,D11,Stabbing,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.442302422009,43.6689814214509
-8834846.13498354,5413045.56727625,878,GO-20171184598,2017/07/02 04:00:00+00,2017,July,2,Sunday,183,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.3647731586812,43.660450299554
-8816783.92788672,5436788.15773273,879,GO-20171319697,2017/07/23 04:00:00+00,2017,July,23,Sunday,204,D42,Shooting,144,Morningside Heights,131,Rouge (131),-79.2025175917451,43.814550524228
-8816783.92788672,5436788.15773273,880,GO-20171319697,2017/07/23 04:00:00+00,2017,July,23,Sunday,204,D42,Shooting,144,Morningside Heights,131,Rouge (131),-79.2025175917451,43.814550524228
-8817707.57809581,5436067.75337528,881,GO-20171323827,2017/07/23 04:00:00+00,2017,July,23,Sunday,204,D42,Shooting,146,Malvern East,132,Malvern (132),-79.2108148827857,43.8098806061977
-8844600.36732813,5421342.80889199,882,GO-20171371751,2017/07/30 04:00:00+00,2017,July,30,Sunday,211,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4523969186838,43.7143482562004
-8835366.65312263,5412133.45932879,883,GO-20171378728,2017/07/31 04:00:00+00,2017,July,31,Monday,212,D51,Shooting,73,Moss Park,73,Moss Park (73),-79.3694490534279,43.6545223936261
-8833607.81162462,5417516.82290852,884,GO-20171377317,2017/07/31 04:00:00+00,2017,July,31,Monday,212,D54,Stabbing,57,Broadview North,57,Broadview North (57),-79.3536491113023,43.6895010945799
-8840985.96917929,5417154.97509012,885,GO-20171379055,2017/08/01 04:00:00+00,2017,August,1,Tuesday,213,D13,Shooting,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),-79.419928228448,43.6871506079171
-8850779.13351203,5428266.66540648,886,GO-20171499040,2017/08/17 04:00:00+00,2017,August,17,Thursday,229,D31,Stabbing,27,York University Heights,27,York University Heights (27),-79.5079017204559,43.7592877854498
-8839487.98787608,5412470.89473663,887,GO-20171503946,2017/08/20 04:00:00+00,2017,August,20,Sunday,232,D14,Shooting,79,University,79,University (79),-79.4064716334124,43.6567154984764
-8851883.38846298,5426867.94799518,888,GO-20171516247,2017/08/22 04:00:00+00,2017,August,22,Tuesday,234,D31,Stabbing,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5178214109841,43.750212079932
-8851472.23348596,5422312.19895379,889,GO-20171578601,2017/08/31 04:00:00+00,2017,August,31,Thursday,243,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5141279430692,43.7206421464395
-8855390.77184574,5423337.17698402,890,GO-20171592166,2017/09/02 04:00:00+00,2017,September,2,Saturday,245,D23,Shooting,5,Elms-Old Rexdale,5,Elms-Old Rexdale (5),-79.5493287722058,43.7272962290426
-8821570.93939151,5425209.24932043,891,GO-20171593482,2017/09/06 04:00:00+00,2017,September,6,Wednesday,249,D43,Stabbing,138,Eglinton East,138,Eglinton East (138),-79.2455200484534,43.7394476794756
-8823680.71469368,5418851.92326204,892,GO-20171640198,2017/09/10 04:00:00+00,2017,September,10,Sunday,253,D41,Stabbing,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),-79.2644724823671,43.6981728283878
-8832441.96794088,5429830.95921475,893,GO-20171661261,2017/09/13 04:00:00+00,2017,September,13,Wednesday,256,D33,Stabbing,53,Henry Farm,53,Henry Farm (53),-79.3431761588305,43.7694362168856
-8826001.47104377,5429690.03501847,894,GO-20171663919,2017/09/14 04:00:00+00,2017,September,14,Thursday,257,D41,Shooting,126,Dorset Park,126,Dorset Park (126),-79.2853201911481,43.7685220354737
-8834349.89551408,5413502.9399355,895,GO-20171677843,2017/09/16 04:00:00+00,2017,September,16,Saturday,259,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.3603153637759,43.6634226025263
-8837248.3406881,5411130.04297775,896,GO-20171682920,2017/09/16 04:00:00+00,2017,September,16,Saturday,259,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.386352540417,43.648000387104
-8851472.23348596,5422312.19895379,897,GO-20171770154,2017/09/29 04:00:00+00,2017,September,29,Friday,272,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5141279430692,43.7206421464395
-8833266.91282727,5410368.01479746,898,GO-20171778161,2017/10/01 04:00:00+00,2017,October,1,Sunday,274,D51,Shooting,70,South Riverdale,70,South Riverdale (70),-79.3505867649229,43.6430468821505
-8833266.91282727,5410368.01479746,899,GO-20171778161,2017/10/01 04:00:00+00,2017,October,1,Sunday,274,D51,Shooting,70,South Riverdale,70,South Riverdale (70),-79.3505867649229,43.6430468821505
-8857589.96686661,5422857.92486243,900,GO-20171798506,2017/10/04 04:00:00+00,2017,October,4,Wednesday,277,D23,Other,4,Rexdale-Kipling,4,Rexdale-Kipling (4),-79.569084476628,43.7241850505457
-8855170.04678016,5418305.02677627,901,GO-20171807017,2017/10/05 04:00:00+00,2017,October,5,Thursday,278,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5473459645201,43.6946207815435
-8829410.03511268,5418751.90058944,902,GO-20171821632,2017/10/07 04:00:00+00,2017,October,7,Saturday,280,D54,Stabbing,60,Woodbine-Lumsden,60,Woodbine-Lumsden (60),-79.3159398433194,43.6975232053458
-8855712.27066148,5418937.06032026,903,GO-20171828016,2017/10/08 04:00:00+00,2017,October,8,Sunday,281,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5522168449437,43.6987257671244
-8841598.18185085,5414170.38297838,904,GO-20171856631,2017/10/13 04:00:00+00,2017,October,13,Friday,286,D14,Other,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.4254278279975,43.6677598153396
-8855792.08105908,5427057.94706297,905,GO-20171864268,2017/10/14 04:00:00+00,2017,October,14,Saturday,287,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.552933794057,43.7514449873754
-8832824.78041895,5419631.29079007,906,GO-20171897265,2017/10/20 04:00:00+00,2017,October,20,Friday,293,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3466150216221,43.7032343898983
