X,Y,OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8839788.43884777,5411112.76694251,309,GO-20082604028,2008/02/23 05:00:00+00,2008,February,23,Saturday,54,D14,Other,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.4091706302751,43.647888089978
-8828346.58944177,5416973.88139154,310,GO-20082615345,2008/02/25 05:00:00+00,2008,February,25,Monday,56,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),-79.3063867476197,43.6859742265808
-8845083.77099239,5427090.84921304,311,GO-20082651936,2008/02/28 05:00:00+00,2008,February,28,Thursday,59,D32,Other,33,Clanton Park,33,Clanton Park (33),-79.4567394078236,43.7516584868986
-8844130.76616754,5422079.40429943,312,GO-20082704738,2008/03/14 04:00:00+00,2008,March,14,Friday,74,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4481784199008,43.7191307567301
-8857931.4513158,5411806.02627062,313,GO-20082722663,2008/03/18 04:00:00+00,2008,March,18,Tuesday,78,D22,Stabbing,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.5721520837752,43.652394222407
-8832267.96733912,5413719.3813753,314,GO-20082371247,2008/03/18 04:00:00+00,2008,March,18,Tuesday,78,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.3416130853544,43.6648291275453
-8843871.68107335,5413290.43346825,315,GO-20082586161,2008/04/17 04:00:00+00,2008,April,17,Thursday,108,D14,Stabbing,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.4458510192837,43.6620416170496
-8846068.59426729,5414186.00945451,316,GO-20082743492,2008/04/30 04:00:00+00,2008,April,30,Wednesday,121,D12,Stabbing,90,Junction Area,90,Junction Area (90),-79.4655862255327,43.6678613557088
-8818695.13838303,5426067.4699169,317,GO-20082577122,2008/05/04 04:00:00+00,2008,May,4,Sunday,125,D43,Other,139,Scarborough Village,139,Scarborough Village (139),-79.2196862877574,43.7450174857257
-8818695.13838303,5426067.4699169,318,GO-20082651181,2008/05/04 04:00:00+00,2008,May,4,Sunday,125,D43,Stabbing,139,Scarborough Village,139,Scarborough Village (139),-79.2196862877574,43.7450174857257
-8831551.84226436,5423947.40330552,319,GO-20082783886,2008/05/17 04:00:00+00,2008,May,17,Saturday,138,D33,Other,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.3351800235357,43.7312574225869
-8831551.84226436,5423947.40330552,320,GO-20082783886,2008/05/17 04:00:00+00,2008,May,17,Saturday,138,D33,Stabbing,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.3351800235357,43.7312574225869
-8818057.06563716,5436167.94627897,321,GO-20082853575,2008/05/28 04:00:00+00,2008,May,28,Wednesday,149,D42,Shooting,146,Malvern East,132,Malvern (132),-79.2139543826053,43.8105301135478
-8827319.7830228,5432094.12135173,322,GO-20082855091,2008/05/28 04:00:00+00,2008,May,28,Wednesday,149,D42,Shooting,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.2971627889233,43.7841155439796
-8860209.42803085,5421692.81452974,323,GO-20082597314,2008/05/28 04:00:00+00,2008,May,28,Wednesday,149,D23,Other,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5926154972594,43.716620788969
-8827556.6012132,5421700.17415585,324,GO-20082709711,2008/05/30 04:00:00+00,2008,May,30,Friday,151,D54,Shooting,43,Victoria Village,43,Victoria Village (43),-79.2992901630552,43.7166685729135
-8839821.79016721,5410674.14197078,325,GO-20082555616,2008/06/13 04:00:00+00,2008,June,13,Friday,165,D14,Shooting,162,West Queen West,82,Niagara (82),-79.4094702301752,43.6450368870715
-8839821.79016721,5410674.14197078,326,GO-20082555616,2008/06/13 04:00:00+00,2008,June,13,Friday,165,D14,Shooting,162,West Queen West,82,Niagara (82),-79.4094702301752,43.6450368870715
-8849203.60460251,5414772.1429,327,GO-20082399394,2008/06/15 04:00:00+00,2008,June,15,Sunday,167,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4937485034707,43.6716699333811
-8827336.48862746,5418595.57790774,328,GO-20082368814,2008/06/22 04:00:00+00,2008,June,22,Sunday,174,D54,Other,61,Taylor-Massey,61,Taylor-Massey (61),-79.2973128577002,43.6965079130126
-8826157.86123603,5419148.65896319,329,GO-20082810109,2008/06/23 04:00:00+00,2008,June,23,Monday,175,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.2867250682331,43.7001000127995
-8828888.60704807,5426971.2214105,330,GO-20082862776,2008/07/09 04:00:00+00,2008,July,9,Wednesday,191,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3112557754726,43.7508822256654
-8838158.26876619,5417459.88508021,331,GO-20082906096,2008/07/14 04:00:00+00,2008,July,14,Monday,196,D53,Stabbing,97,Yonge-St.Clair,97,Yonge-St.Clair (97),-79.3945265634537,43.6891312447868
-8815993.90526043,5432203.55986943,332,GO-20082517552,2008/07/17 04:00:00+00,2008,July,17,Thursday,199,D43,Shooting,135,Morningside,135,Morningside (135),-79.1954206978666,43.7848252931839
-8811246.95964414,5434220.09636978,333,GO-20082816710,2008/07/19 04:00:00+00,2008,July,19,Saturday,201,D42,Shooting,143,West Rouge,131,Rouge (131),-79.1527781595312,43.7979017648141
-8855012.41192467,5404716.65312312,334,GO-20082786692,2008/07/20 04:00:00+00,2008,July,20,Sunday,202,D22,Shooting,20,Alderwood,20,Alderwood (20),-79.5459299067867,43.6062978965145
-8855012.41192467,5404716.65312312,335,GO-20082786692,2008/07/20 04:00:00+00,2008,July,20,Sunday,202,D22,Shooting,20,Alderwood,20,Alderwood (20),-79.5459299067867,43.6062978965145
-8855012.41192467,5404716.65312312,336,GO-20082786692,2008/07/20 04:00:00+00,2008,July,20,Sunday,202,D22,Shooting,20,Alderwood,20,Alderwood (20),-79.5459299067867,43.6062978965145
-8851074.23279921,5421405.58315227,337,GO-20082773144,2008/07/26 04:00:00+00,2008,July,26,Saturday,208,D31,Shooting,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),-79.5105526424959,43.7147558462697
-8847355.89987195,5417543.07031106,338,GO-20082605554,2008/07/27 04:00:00+00,2008,July,27,Sunday,209,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.4771502885505,43.6896715889162
-8835439.02203491,5412385.86896232,339,GO-20082869738,2008/08/02 04:00:00+00,2008,August,2,Saturday,215,D51,Stabbing,73,Moss Park,73,Moss Park (73),-79.3700991535413,43.6561628952666
-8842703.27203194,5410545.0761502,340,GO-20082761191,2008/08/03 04:00:00+00,2008,August,3,Sunday,216,D14,Other,86,Roncesvalles,86,Roncesvalles (86),-79.4353550215471,43.644197892309
-8829100.59876565,5414546.73384677,341,GO-20082919665,2008/08/03 04:00:00+00,2008,August,3,Sunday,216,D55,Stabbing,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.3131601293367,43.6702052992441
-8822879.93237069,5432601.38528393,342,GO-20082756711,2008/08/10 04:00:00+00,2008,August,10,Sunday,223,D42,Shooting,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.2572789316219,43.7874052664516
-8833975.19377411,5411326.56363273,343,GO-20082986087,2008/08/22 04:00:00+00,2008,August,22,Friday,235,D51,Other,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3569493606753,43.6492777883814
-8843083.46393788,5429063.0538794,344,GO-20082891170,2008/08/24 04:00:00+00,2008,August,24,Sunday,237,D32,Shooting,35,Westminster-Branson,35,Westminster-Branson (35),-79.4387703439015,43.7644546087115
-8819475.84267739,5435345.37206153,345,GO-20082928965,2008/08/26 04:00:00+00,2008,August,26,Tuesday,239,D42,Shooting,145,Malvern West,132,Malvern (132),-79.2266994744587,43.8051975056655
-8838845.81924086,5411799.54441414,346,GO-20082373236,2008/08/28 04:00:00+00,2008,August,28,Thursday,241,D14,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.4007029338808,43.6523520924073
-8836450.68955974,5429292.27802672,347,GO-20082881742,2008/09/02 04:00:00+00,2008,September,2,Tuesday,246,D33,Stabbing,52,Bayview Village,52,Bayview Village (52),-79.3791871179065,43.7659416906086
-8846507.55629651,5417811.39160156,348,GO-20082406153,2008/09/08 04:00:00+00,2008,September,8,Monday,252,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.4695294893577,43.6914144832585
-8854615.5905566,5427154.63502709,349,GO-20082386684,2008/09/08 04:00:00+00,2008,September,8,Monday,252,D31,Stabbing,21,Humber Summit,21,Humber Summit (21),-79.5423651999811,43.7520723868061
-8847777.8620791,5422457.04902556,350,GO-20082922744,2008/09/09 04:00:00+00,2008,September,9,Tuesday,253,D31,Shooting,29,Maple Leaf,29,Maple Leaf (29),-79.480940840074,43.7215825472368
-8826234.99729419,5431725.59265169,351,GO-20082909162,2008/09/16 04:00:00+00,2008,September,16,Tuesday,260,D42,Stabbing,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.2874179933356,43.7817254383604
-8851993.59498151,5428671.23069597,352,GO-20082747960,2008/09/16 04:00:00+00,2008,September,16,Tuesday,260,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.5188114129956,43.7619125867231
-8851470.20435428,5427675.78689348,353,GO-20082954481,2008/09/22 04:00:00+00,2008,September,22,Monday,266,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5141097149615,43.7554539837019
-8848808.00307342,5424479.79653518,354,GO-20082875476,2008/09/24 04:00:00+00,2008,September,24,Wednesday,268,D31,Other,155,Downsview,26,Downsview-Roding-CFB (26),-79.4901947539471,43.7347131609575
-8851177.3193231,5416670.34299827,355,GO-20082395868,2008/10/03 04:00:00+00,2008,October,3,Friday,277,D22,Shooting,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.5114786842566,43.6840023960166
-8851472.23348596,5422312.19895379,356,GO-20083044970,2008/10/09 04:00:00+00,2008,October,9,Thursday,283,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5141279430692,43.7206421464395
-8838712.20234474,5408891.36515166,357,GO-20082386395,2008/10/11 04:00:00+00,2008,October,11,Saturday,285,D14,Other,163,Fort York-Liberty Village,82,Niagara (82),-79.3995026334977,43.6334468725507
-8812809.91334739,5435710.49340533,358,GO-20082897918,2008/10/13 04:00:00+00,2008,October,13,Monday,287,D42,Stabbing,143,West Rouge,131,Rouge (131),-79.1668184115842,43.8075645836098
-8812809.91334739,5435710.49340533,359,GO-20082897918,2008/10/13 04:00:00+00,2008,October,13,Monday,287,D42,Stabbing,143,West Rouge,131,Rouge (131),-79.1668184115842,43.8075645836098
-8819303.44240464,5425569.85958971,360,GO-20082823465,2008/10/14 04:00:00+00,2008,October,14,Tuesday,288,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.225150776164,43.7417880835386
-8830997.99184147,5413476.87943711,361,GO-20082440245,2008/10/25 04:00:00+00,2008,October,25,Saturday,299,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.3302047006149,43.6632532494312
-8843232.37379432,5427465.80131324,362,GO-20083023273,2008/10/25 04:00:00+00,2008,October,25,Saturday,299,D32,Shooting,33,Clanton Park,33,Clanton Park (33),-79.4401080240985,43.7540914738686
-8818500.95321989,5430045.49791802,363,GO-20082863291,2008/11/18 05:00:00+00,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside,135,Morningside (135),-79.2179418928695,43.7708279128222
-8818500.95321989,5430045.49791802,364,GO-20082863291,2008/11/18 05:00:00+00,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside,135,Morningside (135),-79.2179418928695,43.7708279128222
-8818500.95321989,5430045.49791802,365,GO-20082863291,2008/11/18 05:00:00+00,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside,135,Morningside (135),-79.2179418928695,43.7708279128222
-8857978.18346067,5411914.27886935,366,GO-20082739826,2008/11/23 05:00:00+00,2008,November,23,Sunday,328,D22,Other,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),-79.5725718856858,43.653097824524
-8828724.48861148,5425624.02742347,367,GO-20083049956,2008/11/26 05:00:00+00,2008,November,26,Wednesday,331,D33,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3097814742512,43.7421396318155
-8850889.47895729,5403983.61296952,368,GO-20082439136,2008/12/03 05:00:00+00,2008,December,3,Wednesday,338,D22,Stabbing,18,New Toronto,18,New Toronto (18),-79.5088929699975,43.6015295271124
-8846785.7533888,5418606.24135321,369,GO-20082873166,2008/12/06 05:00:00+00,2008,December,6,Saturday,341,D12,Stabbing,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.4720285755953,43.6965771710983
-8825289.35001977,5424198.55576783,370,GO-20083103211,2008/12/25 05:00:00+00,2008,December,25,Thursday,360,D41,Other,125,Ionview,125,Ionview (125),-79.2789230994044,43.7328876662652
-8855792.08105908,5427057.94706297,371,GO-20093148206,2009/01/03 05:00:00+00,2009,January,3,Saturday,3,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.552933794057,43.7514449873754
-8833786.87982355,5425438.53779613,372,GO-20093100835,2009/01/04 05:00:00+00,2009,January,4,Sunday,4,D33,Shooting,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.3552577079881,43.7409358001326
-8830483.23214833,5422003.82468652,373,GO-20093118823,2009/01/06 05:00:00+00,2009,January,6,Tuesday,6,D54,Other,44,Flemingdon Park,44,Flemingdon Park (44),-79.3255805358717,43.718640058463
-8845523.67367131,5414619.82742775,374,GO-20093167296,2009/01/16 05:00:00+00,2009,January,16,Friday,16,D12,Stabbing,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.4606911210172,43.6706802408754
-8847043.38186746,5417364.38349566,375,GO-20093043662,2009/01/20 05:00:00+00,2009,January,20,Tuesday,20,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.4743428915926,43.6885108919421
-8851158.39189272,5418883.67802314,376,GO-20093065148,2009/02/01 05:00:00+00,2009,February,1,Sunday,32,D12,Shooting,113,Weston,113,Weston (113),-79.5113086556678,43.6983790655589
-8817203.56941645,5432316.30780836,377,GO-20092874543,2009/02/10 05:00:00+00,2009,February,10,Tuesday,41,D41,Shooting,135,Morningside,135,Morningside (135),-79.2062872962484,43.7855564960168
-8851195.0451709,5429308.04681642,378,GO-20093219115,2009/02/22 05:00:00+00,2009,February,22,Sunday,53,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.5116379181576,43.7660439894482
-8847355.89987195,5417543.07031106,379,GO-20092904889,2009/02/26 05:00:00+00,2009,February,26,Thursday,57,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.4771502885505,43.6896715889162
-8824994.60116636,5427334.54006029,380,GO-20093082434,2009/02/28 05:00:00+00,2009,February,28,Saturday,59,D41,Shooting,126,Dorset Park,126,Dorset Park (126),-79.2762753250461,43.7532397577291
-8853368.6019772,5427966.75314971,381,GO-20093180676,2009/03/12 04:00:00+00,2009,March,12,Thursday,71,D31,Stabbing,24,Black Creek,24,Black Creek (24),-79.5311633106263,43.7573418931779
-8823418.27120177,5423126.1303516,382,GO-20093159164,2009/04/02 04:00:00+00,2009,April,2,Thursday,92,D41,Stabbing,124,Kennedy Park,124,Kennedy Park (124),-79.2621149118891,43.7259261895595
-8831438.88359407,5413877.0417727,383,GO-20093233433,2009/04/17 04:00:00+00,2009,April,17,Friday,107,D55,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.3341652985511,43.6658536485793
-8846826.78842478,5416671.51428822,384,GO-20093104776,2009/04/21 04:00:00+00,2009,April,21,Tuesday,111,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.4723971997427,43.6840100047305
-8849767.36902793,5416742.70726019,385,GO-20093185090,2009/04/22 04:00:00+00,2009,April,22,Wednesday,112,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.4988128846651,43.6844724914048
-8850286.72076139,5413574.28437674,386,GO-20093103646,2009/05/01 04:00:00+00,2009,May,1,Friday,121,D11,Shooting,114,Lambton Baby Point,114,Lambton Baby Point (114),-79.5034783006079,43.6638862321324
-8842886.70417755,5411435.04261657,387,GO-20093201614,2009/05/05 04:00:00+00,2009,May,5,Tuesday,125,D14,Stabbing,84,Little Portugal,84,Little Portugal (84),-79.4370028209978,43.6499828986434
-8829881.39256087,5414256.14309656,388,GO-20093041325,2009/05/09 04:00:00+00,2009,May,9,Saturday,129,D55,Other,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.320174118901,43.6683170830709
-8849947.58626665,5414209.10703545,389,GO-20093059077,2009/05/11 04:00:00+00,2009,May,11,Monday,131,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.5004318038265,43.668011443799
-8833304.14975354,5412765.85832034,390,GO-20093330600,2009/05/20 04:00:00+00,2009,May,20,Wednesday,140,D55,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.3509212697192,43.6586324980002
-8847942.35376994,5416630.33666268,391,GO-20093386271,2009/05/20 04:00:00+00,2009,May,20,Wednesday,140,D23,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4824184944959,43.6837425040988
-8847942.35376994,5416630.33666268,392,GO-20093386271,2009/05/20 04:00:00+00,2009,May,20,Wednesday,140,D12,Other,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4824184944959,43.6837425040988
-8855704.93593154,5418484.99400213,393,GO-20093250588,2009/06/15 04:00:00+00,2009,June,15,Monday,166,D12,Stabbing,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5521509563583,43.695789676787
-8846294.94152375,5421554.14695753,394,GO-20093420102,2009/06/17 04:00:00+00,2009,June,17,Wednesday,168,D32,Other,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4676195382993,43.7157204519935
-8833475.85940017,5410716.30775481,395,GO-20093155134,2009/06/21 04:00:00+00,2009,June,21,Sunday,172,D51,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.3524637640996,43.6453109844146
-8833475.85940017,5410716.30775481,396,GO-20093155134,2009/06/21 04:00:00+00,2009,June,21,Sunday,172,D51,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.3524637640996,43.6453109844146
-8851092.55921566,5424498.7843069,397,GO-20093440867,2009/07/07 04:00:00+00,2009,July,7,Tuesday,188,D31,Other,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5107172705682,43.7348364057544
-8826070.72289899,5430162.55444562,398,GO-20093096999,2009/07/11 04:00:00+00,2009,July,11,Saturday,192,D41,Other,126,Dorset Park,126,Dorset Park (126),-79.2859422911817,43.7715872357147
-8808501.2436983,5433591.60708547,399,GO-20093501395,2009/07/19 04:00:00+00,2009,July,19,Sunday,200,D43,Shooting,143,West Rouge,131,Rouge (131),-79.128112973707,43.7938265583143
-8827501.18915368,5432030.71752023,400,GO-20093139087,2009/07/20 04:00:00+00,2009,July,20,Monday,201,D42,Stabbing,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.2987923878982,43.7837043429394
-8839598.77347859,5413885.43807327,401,GO-20093523913,2009/07/25 04:00:00+00,2009,July,25,Saturday,206,D14,Shooting,79,University,79,University (79),-79.407466837145,43.6659082100516
-8838258.27619296,5414807.30676138,402,GO-20093505649,2009/08/01 04:00:00+00,2009,August,1,Saturday,213,D53,Shooting,95,Annex,95,Annex (95),-79.3954249454667,43.6718984132118
-8861739.53591647,5427606.82837839,403,GO-20093523721,2009/08/02 04:00:00+00,2009,August,2,Sunday,214,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.6063606896035,43.7550065443813
-8849297.28340491,5405359.43041667,404,GO-20093363634,2009/08/04 04:00:00+00,2009,August,4,Tuesday,216,D51,Shooting,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.494590033872,43.6104788033099
-8822557.72912521,5424580.42023043,405,GO-20093348714,2009/08/05 04:00:00+00,2009,August,5,Wednesday,217,D41,Shooting,138,Eglinton East,138,Eglinton East (138),-79.2543845308361,43.7353662821965
-8860251.62568759,5424994.00511005,406,GO-20093515443,2009/08/10 04:00:00+00,2009,August,10,Monday,222,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5929945646516,43.7380506742308
-8859711.14774117,5426267.94327501,407,GO-20093523004,2009/08/16 04:00:00+00,2009,August,16,Sunday,228,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5881393689254,43.7463184731693
-8831884.80754425,5414888.48318816,408,GO-20093448946,2009/09/02 04:00:00+00,2009,September,2,Wednesday,245,D55,Shooting,69,Blake-Jones,69,Blake-Jones (69),-79.3381711017246,43.6724258600902
-8835191.35832047,5411498.31880418,409,GO-20093576028,2009/09/05 04:00:00+00,2009,September,5,Saturday,248,D51,Shooting,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3678743531016,43.6503941894978
-8835330.44890727,5433201.564665,410,GO-20093269913,2009/09/07 04:00:00+00,2009,September,7,Monday,250,D33,Shooting,49,Bayview Woods-Steeles,49,Bayview Woods-Steeles (49),-79.3691238254075,43.7912973320573
-8824593.468951,5421838.48705551,411,GO-20093575026,2009/09/12 04:00:00+00,2009,September,12,Saturday,255,D41,Other,124,Kennedy Park,124,Kennedy Park (124),-79.2726718928966,43.7175665930149
-8842640.61029058,5408973.02163735,412,GO-20093528405,2009/10/10 04:00:00+00,2009,October,10,Saturday,283,D14,Shooting,85,South Parkdale,85,South Parkdale (85),-79.4347921217346,43.6339777793376
-8836236.81465034,5411542.44285132,413,GO-20093464087,2009/10/18 04:00:00+00,2009,October,18,Sunday,291,D51,Other,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3772658469362,43.6506809897846
-8848514.67298692,5426775.03594983,414,GO-20093524643,2009/10/18 04:00:00+00,2009,October,18,Sunday,291,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.4875597251812,43.7496091628881
-8842213.17762101,5415241.05018056,415,GO-20093425603,2009/10/30 04:00:00+00,2009,October,30,Friday,303,D13,Shooting,94,Wychwood,94,Wychwood (94),-79.4309524294749,43.674716624138
-8832693.52171493,5416122.22485341,416,GO-20093588501,2009/11/02 05:00:00+00,2009,November,2,Monday,306,D54,Shooting,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67),-79.3454359050375,43.680441573996
-8849753.11401054,5427054.18574596,417,GO-20093454028,2009/11/03 05:00:00+00,2009,November,3,Tuesday,307,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.4986848297729,43.7514205799268
-8838671.24912859,5414930.15370373,418,GO-20093586765,2009/11/04 05:00:00+00,2009,November,4,Wednesday,308,D53,Stabbing,95,Annex,95,Annex (95),-79.399134744274,43.6726966144982
-8833683.10367542,5413756.57237357,419,GO-20093593532,2009/11/07 05:00:00+00,2009,November,7,Saturday,311,D55,Other,68,North Riverdale,68,North Riverdale (68),-79.3543254706071,43.6650708074134
-8839598.77347859,5413885.43807327,420,GO-20093411009,2009/11/07 05:00:00+00,2009,November,7,Saturday,311,D14,Stabbing,79,University,79,University (79),-79.407466837145,43.6659082100516
-8843096.72843444,5417829.86515472,421,GO-20093425609,2009/11/11 05:00:00+00,2009,November,11,Wednesday,315,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.4388895012071,43.6915344765017
-8855534.59729576,5417320.38465114,422,GO-20092776015,2009/11/17 05:00:00+00,2009,November,17,Tuesday,321,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5506207779614,43.6882250849412
-8837397.76550851,5413845.98040518,423,GO-20093358995,2009/11/22 05:00:00+00,2009,November,22,Sunday,326,D52,Shooting,169,Bay-Cloverhill,76,Bay Street Corridor (76),-79.3876948464278,43.6656518047555
-8823905.20681083,5429755.67662827,424,GO-20093577507,2009/11/22 05:00:00+00,2009,November,22,Sunday,326,D41,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),-79.2664891292373,43.7689478565079
-8850423.79323714,5421556.77971172,425,GO-20093687835,2009/12/03 05:00:00+00,2009,December,3,Thursday,337,D31,Shooting,28,Rustic,28,Rustic (28),-79.5047096437386,43.7157375464396
-8835847.34203846,5414097.83665394,426,GO-20093574569,2009/12/05 05:00:00+00,2009,December,5,Saturday,339,D51,Other,74,North St.James Town,74,North St.James Town (74),-79.3737671550415,43.6672884064532
-8857471.60552746,5427882.75862215,427,GO-20093567900,2009/12/06 05:00:00+00,2009,December,6,Sunday,340,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.5680212186116,43.7567969081433
-8852545.45434399,5419499.41537661,428,GO-20093574814,2009/12/07 05:00:00+00,2009,December,7,Monday,341,D31,Shooting,113,Weston,113,Weston (113),-79.5237688498353,43.7023779622595
-8852462.85439126,5421862.18398649,429,GO-20093565736,2009/12/09 05:00:00+00,2009,December,9,Wednesday,343,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5230268423983,43.7177204477572
-8849743.79389749,5413838.33865137,430,GO-20093391807,2009/12/13 05:00:00+00,2009,December,13,Sunday,347,D11,Stabbing,89,Runnymede-Bloor West Village,89,Runnymede-Bloor West Village (89),-79.498601105895,43.6656021473156
-8838565.29445801,5412709.09625523,431,GO-20093591551,2009/12/18 05:00:00+00,2009,December,18,Friday,352,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3981829372969,43.6582635995207
-8847548.37483376,5413831.93877589,432,GO-20093543317,2009/12/29 05:00:00+00,2009,December,29,Tuesday,363,D11,Shooting,90,Junction Area,90,Junction Area (90),-79.4788793205458,43.6655605593665
-8833683.10367542,5413756.57237357,433,GO-20103593574,2010/01/02 05:00:00+00,2010,January,2,Saturday,2,D55,Other,68,North Riverdale,68,North Riverdale (68),-79.3543254706071,43.6650708074134
-8817750.26934317,5436372.22110897,434,GO-20103566324,2010/01/07 05:00:00+00,2010,January,7,Thursday,7,D42,Shooting,146,Malvern East,132,Malvern (132),-79.2111983852895,43.8118543192951
-8838562.13276184,5411478.78004844,435,GO-20103583884,2010/01/24 05:00:00+00,2010,January,24,Sunday,24,D14,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3981545346503,43.6502671894395
-8829535.36171236,5428689.56277436,436,GO-20103281627,2010/01/27 05:00:00+00,2010,January,27,Wednesday,27,D41,Stabbing,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3170656714675,43.7620315223651
-8835910.82732142,5413425.92215304,437,GO-20103367693,2010/02/03 05:00:00+00,2010,February,3,Wednesday,34,D51,Stabbing,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.3743374529688,43.6629221020259
-8850188.60966214,5418888.52751712,438,GO-20103713412,2010/02/07 05:00:00+00,2010,February,7,Sunday,38,D12,Shooting,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.5025969544093,43.6984105616001
-8850423.79323714,5421556.77971172,439,GO-20103448094,2010/02/08 05:00:00+00,2010,February,8,Monday,39,D31,Shooting,28,Rustic,28,Rustic (28),-79.5047096437386,43.7157375464396
